produto;descricao;b_o;mat_med;fornecedor;comprador;primeira_filial_rota;filial_dest;sigla_dest;empresa_dest;grupo_tributacao;flag_tributacao;rota;codigo;gui_semana_saida;gui_semana_chegada;modo_compra;dia_sugerido_pedido;qtd_comprada;preco_total;status
1815;DACOGEN 50MG FA JANSSEN-CILAG (G);Não;MED;JANSSEN;ELISETE;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;4;17965.8;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I2;1002;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;15;5454.6;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I2;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;13;4727.32;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Nacional 7%;I2;1010;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;17;6018.51;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I2;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;23;8363.72;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I2;1023;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;1;363.64;-
1897;OXANON 500MG CX 100FA BLAU;Não;MED;BLAU;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I2;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;120;42483.6;-
1904;DISPOSITIVO INCONT URINARIA M N04 S/EXT N/EST C/02;Não;MAT;MADEITEX;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Direta;45702;6;6.39;-
1904;DISPOSITIVO INCONT URINARIA M N04 S/EXT N/EST C/02;Não;MAT;MADEITEX;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45709;6;6.39;-
1904;DISPOSITIVO INCONT URINARIA M N04 S/EXT N/EST C/02;Não;MAT;MADEITEX;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45730;2;2.13;-
1904;DISPOSITIVO INCONT URINARIA M N04 S/EXT N/EST C/02;Não;MAT;MADEITEX;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S6 (17/03/2025 - 23/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45737;2;2.13;-
1907;DISPOSITIVO INCONT URINARIA G N06 S/EXT N/EST C/02;Não;MAT;MADEITEX;PAULO;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S6 (17/03/2025 - 23/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45737;3;3.19;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;141;78597.63;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;62;34560.66;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;62;34560.66;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1010;1010;Mafra - REC;Mafra;Importado;I2;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;29;13807.48;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1010;1010;Mafra - REC;Mafra;Importado;I2;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;36;17140.32;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1010;1010;Mafra - REC;Mafra;Importado;I2;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;11;5237.32;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1023;1023;Mafra - RJ;Mafra;Importado;I2;1023;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;85;40471.9;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1023;1023;Mafra - RJ;Mafra;Importado;I2;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;161;76658.54;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1023;1023;Mafra - RJ;Mafra;Importado;I2;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;53;25235.42;-
1915;ECALTA 100MG FA PFIZER (G);B.O. Total;MED;PFIZER;TERESA;1036;1036;Mafra - DF2;Mafra;Importado;I2;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;175;83324.5;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1006;1006;Mafra - CAJ;Mafra;Nacional 12%;I3;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;23;17852.37;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1006;1006;Mafra - CAJ;Mafra;Nacional 12%;I3;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;24;18628.56;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;9;6985.98;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;24;18629.28;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1023;1023;Mafra - RJ;Mafra;Nacional 12%;I3;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;5;3858.3;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1023;1023;Mafra - RJ;Mafra;Nacional 12%;I3;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;10;7716.6;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1024;1024;Mafra - RN;Mafra;Nacional 12%;I3;1024;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;21;16299.99;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1024;1024;Mafra - RN;Mafra;Nacional 12%;I3;1024;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;15;11642.85;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;20;15524.4;-
1920;ACTEMRA 20MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;16;12419.52;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;2;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;13;13;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;3;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;16;16;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;3;3;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;26;26;-
2065;DETERGENTE MULTIENZIMATICO 3M 5 ENZIMAS GALAO 5L;Não;MAT;3M;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;13;13;-
2211;EPREX 40000UI SERP 1ML JANSSEN-CILAG (G);Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;T1;1010;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1;960.58;-
2211;EPREX 40000UI SERP 1ML JANSSEN-CILAG (G);Não;MED;JANSSEN;ELISETE;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;T1;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;62;59555.71;-
2211;EPREX 40000UI SERP 1ML JANSSEN-CILAG (G);Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;T1;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1;960.58;-
2373;TEMODAL 100MG FA 100ML MSD (G);Não;MED;MSD;ANDREW;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 (antigo) - forn GO;NT;1010;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;3;3.78;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1006;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;1;23;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;19;437;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;24;552;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;7;161;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;6;138;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;8;184;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1021;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;2;46;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;46;-
2382;CLORIDRATO GENCITABINA 200MG FA 10ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1023;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;1;23;-
2650;NOLVADEX D 20MG CX 30CPR ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;44;44;-
2650;NOLVADEX D 20MG CX 30CPR ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;24;24;-
2650;NOLVADEX D 20MG CX 30CPR ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;140;23468.2;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1002;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;6;432;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1002;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;7;504;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1002;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;2;144;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;144;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1006;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;3;216;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;3;216;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;3;216;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1010;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;1;72;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;5;360;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;6;432;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1021;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;2;144;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1023;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;5;360;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1023;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;6;432;-
2670;PACLITAXEL 6MG/ML FA 50ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;NT;1023;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;2;144;-
2671;PACLITAXEL 6MG/ML FA 16.7ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;11;440;-
2671;PACLITAXEL 6MG/ML FA 16.7ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;20;800;-
2671;PACLITAXEL 6MG/ML FA 16.7ML ACCORD;B.O. Total;MED;ACCORD;FERNANDA;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;14;448;-
2720;SONDA URETRAL N08 PLAST C/20UN CREMER 2003P REF 266139;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;28;257.6;-
2720;SONDA URETRAL N08 PLAST C/20UN CREMER 2003P REF 266139;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;466;4287.2;-
2720;SONDA URETRAL N08 PLAST C/20UN CREMER 2003P REF 266139;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;199;1852.91;-
2720;SONDA URETRAL N08 PLAST C/20UN CREMER 2003P REF 266139;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;671;6247.76;-
2774;AVASTIN 25MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 (antigo) - forn GO;NT;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;103;127329.26;-
2774;AVASTIN 25MG/ML FA 4ML ROCHE (G);Não;MED;ROCHE;BYANCA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 (antigo) - forn GO;NT;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;22;27196.54;-
2778;NEULASTIM 10MG/ML SERP 0.6ML DISP SEG AMGEN (G);Não;MED;AMGEN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;NT;1002;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;4;6074.88;-
2778;NEULASTIM 10MG/ML SERP 0.6ML DISP SEG AMGEN (G);Não;MED;AMGEN;BRUNA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;NT;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;36;54673.95;-
2778;NEULASTIM 10MG/ML SERP 0.6ML DISP SEG AMGEN (G);Não;MED;AMGEN;BRUNA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO;NT;1023;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;48;72898.6;-
3012;PERIOKIN GEL DENTAL 36GR;Não;MAT;KIN;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;2;-
3012;PERIOKIN GEL DENTAL 36GR;Não;MAT;KIN;JONNATHAN;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;3;3;-
3327;PEPTAMEN 1.5 LIQUIDO FR 250 ML;Não;MAT;NESTLE;LUCIANA;1002;1002;Mafra - LDA;Mafra;Importado;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;148;3108;-
3327;PEPTAMEN 1.5 LIQUIDO FR 250 ML;Não;MAT;NESTLE;LUCIANA;1002;1002;Mafra - LDA;Mafra;Importado;I1;1002;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;300;6300;-
3327;PEPTAMEN 1.5 LIQUIDO FR 250 ML;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45730;180;3780;-
3327;PEPTAMEN 1.5 LIQUIDO FR 250 ML;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;143;2249.11;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;17;95.03;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;14;78.26;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;7;39.13;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;7;39.13;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;1029;5752.11;-
3331;FITA MICROPORE10CMX4.5M CREMER;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;858;4796.22;-
