codigo;descricao;grp_Marca;d_Grp_Marca;refrig;fornecedor;tributacao;status;curva;bo;comprador
356;SERINGA DESC S/AG 05ML L.LOCK UND KDL RETRATIL;268;KDL;N;-;-;-;C;-;-
357;CATETER URETERAL ABERTA CH6 70CM C/MANDRIL94720604;66;BCI MEDICAL;N;-;-;-;C;-;-
358;CATETER URETERAL CILIND CH4 70CM C/MANDRIL94620404;66;BCI MEDICAL;N;-;-;-;C;-;-
359;TENDA PARA  OXIGENOTERAPIA;66;BCI MEDICAL;N;-;-;-;C;-;-
360;SONDA ENDOTRAQ ARAM C/BL PVC 7MM BCI REF97031404;66;BCI MEDICAL;N;BCI MEDICAL;Importado;Delistado;C;Não;PAULO
361;SERINGA DESC 10ML S/AG PLASTIPAK L LOCK CX 400UN BD 990172;67;BECTON DICKINSON MS;N;BD MS;Nacional 7%;Ativo;A;Não;JONNATHAN
362;HYDRATING B5;302;LOREAL;N;-;-;-;C;-;-
363;FRASCO DE ASP. VIAS AEREAS 3500 ML ESTERIL 0005001;92;BIOTEC;N;-;-;-;C;-;-
364;FRASCO DE ASP. VIAS AEREAS  240 ML ESTERIL 0005008;92;BIOTEC;N;-;-;-;C;-;-
365;CUBA RIN PLASTICA ESTERIL EMBRAMED;144;CREMER;N;-;-;-;C;-;-
366;CUBA RIN PLASTICA N/ESTERIL EMBRAMED;144;CREMER;N;-;-;-;C;-;-
367;DISPOSITIVO TRANSFER SOLUC DUPLA PONTA EMBRAMED 382532;144;CREMER;N;CREMER;Nacional 12%;Ativo;B;Não;PLANEJ CREMER
368;CATETER URETERAL ABERTA CH4 70CM C/MANDRIL94720404;66;BCI MEDICAL;N;-;-;-;C;-;-
369;PEPTAMEN ARG SIST FECHADO BOLSA 1 L C/AD;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
370;SERINGA DESC 20ML S/AG PLASTIPAK L SLIP CX 250UN BD 990173;67;BECTON DICKINSON MS;N;BD MS;Nacional 7%;Ativo;A;Não;JONNATHAN
371;EQUIPO TUBO FLEXIVEL STANDARD P BOMBA COMPAT REF 19950700;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
378;CATETER PERIF INSYTE AUTO DISP SEG 24GX0.56 CX50UN 38181114;67;BECTON DICKINSON MS;N;BD MS;Importado;Ativo;B;Não;JONNATHAN
379;F208 - LIMAO (G);603;THERMO FISHER;S;-;-;-;C;-;-
380;TEICOPLANINA (KOPLAN) 200MG FR/A + DIL;383;NOVAFARMA;N;-;-;-;C;-;-
385;MASCARA DESC C/TIRAS TRIPLA  CX C/50;526;TKL;N;-;-;-;C;-;-
386;MASCARA DESC C/ELASTICO TRIPLA  CX C/50;526;TKL;N;-;-;-;C;-;-
387;SISTEMA DRENAGEM TORAX 2L S/DRENO BIO SYSTEM;88;BIONAL;N;-;-;-;C;-;-
388;SCALP N19 ASEPTO C/50 BD REF:387618;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
389;SERINGA DE INS 0.5/50UI AG 12.7X3.3 STILYLINEC/100;252;INJEX;N;-;-;-;C;-;-
390;RETINOL 0.3%;302;LOREAL;N;-;-;-;C;-;-
391;SERUM 10;302;LOREAL;N;-;-;-;C;-;-
392;CE FERULIC;302;LOREAL;N;-;-;-;C;-;-
393;F255 - AMEIXA (G);603;THERMO FISHER;S;-;-;-;C;-;-
394;KELUAL DS CREME 40ML;411;PIERRE FABRE;N;-;-;-;C;-;-
395;TARTARATO BRIMONIDINA (ALPHABRI ) S.OFT0.2% FR 5ML;218;GEOLAB;N;-;-;-;C;-;-
396;SCALP ASEPTO N21 CX 50UN BD REF388337;67;BECTON DICKINSON MS;N;BD MS;Importado;Inativo;C;Não;JONNATHAN
397;F221 (G);603;THERMO FISHER;S;-;-;-;C;-;-
398;GLICOSE 5% CX 50BLS 250ML BAXTER;64;BAXTER;N;BAXTER;Nacional 7%;Sob demanda;C;Não;TERESA
399;CATETER V. CENTRAL 5FRX150MM 2 LUM VALV681683;402;P/BD;N;-;-;-;C;-;-
400;SCALP ASEPTO 23G CX 50UN BD REF388338;67;BECTON DICKINSON MS;N;BD MS;Importado;Inativo;C;Não;JONNATHAN
401;SONDA ALIMENT ENT. 12FR C/GUIA (NASO ENTERAL);403;P/ETHOX;N;-;-;-;C;-;-
402;SONDA ALIMENT ENT. 10FR C/GUIA (NASO ENTERAL);403;P/ETHOX;N;-;-;-;C;-;-
403;SONDA DE GASTROSTOMIA 12FR C/BALAO 05CC TREE FUNEL;401;P/BARD;N;-;-;-;C;-;-
404;SONDA DE GASTROSTOMIA 14FR C/BALAO 05CC TREE FUNEL;401;P/BARD;N;-;-;-;C;-;-
405;SONDA DE GASTROSTOMIA 18FR C/BALAO 20CC TREE FUNEL;401;P/BARD;N;-;-;-;C;-;-
406;SONDA DE GASTROSTOMIA 20FR C/BALAO 20CC TREE FUNEL;401;P/BARD;N;-;-;-;C;-;-
407;SONDA DE GASTROSTOMIA 22FR C/BALAO 20CC TREE FUNEL;401;P/BARD;N;-;-;-;C;-;-
408;TELA DE MARLEX PROTESICA M (BARD MESH) 15X15 CM;401;P/BARD;N;-;-;-;C;-;-
409;TELA DE MARLEX PROTESICA P (BARD MESH) 7.6X15 CM;401;P/BARD;N;-;-;-;C;-;-
410;TELA DE MARLEX PROTESICA G (BARD MESH) 26X36 CM;401;P/BARD;N;-;-;-;C;-;-
411;ENXERTO VASCULAR PTFE RETO 5MMX70CM  UNID;401;P/BARD;N;-;-;-;C;-;-
412;F308 - SARDINHA (G);603;THERMO FISHER;S;-;-;-;C;-;-
413;ENXERTO VASCULAR PTFE RETO 6MMX70CM  UNID;401;P/BARD;N;-;-;-;C;-;-
414;THERMO SCIENTIFIC OPRO 202 (G);603;THERMO FISHER;S;-;-;-;C;-;-
415;ENXERTO VASCULAR PTFE RETO 8MMX70CM  UNID;401;P/BARD;N;-;-;-;C;-;-
416;THERMO SCIENTIFIC OPRO 303 (G);603;THERMO FISHER;S;-;-;-;C;-;-
417;CATETER V. CENTRAL 7FRX200MM 2 LUM VALV681714;402;P/BD;N;-;-;-;C;-;-
418;SCALP N25 ASEPTO C/50 BD REF:388339;67;BECTON DICKINSON MS;N;BD MS;Importado;Inativo;C;Não;JONNATHAN
419;SERINGA PERDA RESIST 7ML EPILOR L LOCK BD;67;BECTON DICKINSON MS;N;BD MS;Importado;Ativo;B;Não;JONNATHAN
420;SERINGA PERDA RESIST 7ML EPILOR L SLIP BD;67;BECTON DICKINSON MS;N;BD MS;Importado;Ativo;B;Não;JONNATHAN
421;INSYTE AUTOGUARD 14GAX1.75 IN UNID REF:38186714;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
422;INSYTE AUTOGUARD 16GAX1.77 IN UNID REF:381857;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
423;INSYTE AUTOGUARD 22GAX1.00 IN UNID 38182314;67;BECTON DICKINSON MS;N;-;-;-;C;-;-
424;SONDA ENDOBRONQ. 35 D C/GANCH RUBBER BORRACHA;454;RUSCH;N;-;-;-;C;-;-
425;SONDA ENDOBRONQ. 37 D C/GANCH RUBBER BORRACHA;454;RUSCH;N;-;-;-;C;-;-
426;SCALP ASEPTO N27 CX 50UN BD REF388340;67;BECTON DICKINSON MS;N;BD MS;Importado;Inativo;C;Não;JONNATHAN
427;SONDA ENDOBRONQ. 39 D C/GANCH RUBBER BORRACHA;454;RUSCH;N;-;-;-;C;-;-
428;SONDA ENDOBRONQ. 41 D C/GANCH RUBBER BORRACHA;454;RUSCH;N;-;-;-;C;-;-
429;AGULHA ANES RAQ SPINAL LG 20GX6 BD REF405211;67;BECTON DICKINSON MS;N;BD MS;Importado;Inativo;C;Não;JONNATHAN
430;ELIA IGG CURVE CONTROL (6RUNS) (G);603;THERMO FISHER;S;-;-;-;C;-;-
431;KELUAL MOUSSE  200ML;411;PIERRE FABRE;N;-;-;-;C;-;-
440;KERTYOL PSO SHAMPOO ANTICASPA 125ML;411;PIERRE FABRE;N;-;-;-;C;-;-
445;PEPTAMEN ARG SIST FECHADO BOLSA 1 L C/AD;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
446;INCUBADORA ETO 290 G P/ATTEST 1294;2;3M;N;-;-;-;C;-;-
447;AGULHA BIOPSIA DE CORTE MANUAL14GX15CM TM1415;536;U/GALLINI;N;-;-;-;C;-;-
449;A;306;M/MULTI GEL;N;-;-;-;C;-;-
450;ELIA SMDP WELL (G);603;THERMO FISHER;S;-;-;-;C;-;-
451;GEL P/ ULTRASSOM 5KG GALAO (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
452;GEL P/ ULTRASSOM 2KG FRASCO (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
453;GEL P/ ULTRASSOM 1KG FRASCO (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
454;GEL P/ ULTRASSOM 300 GR FRASCO (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
455;GEL P/ ULTRASSOM 2KG BOLSA (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
456;GLICOSE 50% CX 100AMP 20ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Ativo;C;Não;ALESSANDRO
457;FISIOLOGICO 0.9% CX 100AMP 20ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Ativo;C;Não;ALESSANDRO
458;GEL P/ ECG AZUL 5KG BOLSA (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
459;GEL P/ ECG AZUL 5KG GALAO (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
460;GEL P/ ECG AZUL 2KG FRASCO (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
461;GEL P/ ECG AZUL 1KG FRASCO (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
462;GEL P/ ECG AZUL 300 GR FRASCO (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
463;GEL P/ ECG AZUL 100 GR FRASCO (ELETRO-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
464;GEL P/ ULTRASSOM 100 GR FRASCO (ULTRA-GEL) MULTIGEL;306;M/MULTI GEL;N;-;-;-;C;-;-
465;EQUIPO TUBO FLEXIVEL STANDARD P BOMBA COMPAT;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
466;PULSEIRA DE IDENT. MAE/FILHO ROSA C/NAº C/200 4517P;144;CREMER;N;-;-;-;C;-;-
467;SISTEMA DRENAGEM TORAX 1L S/DRENO REF006002;92;BIOTEC;N;-;-;-;C;-;-
468;COLETOR DE URINA 2.0L FRASCO BIODRIM 7006;92;BIOTEC;N;-;-;-;C;-;-
470;GEL P/ ECG 1KG FRASCO  VIC;551;VIC PHARMA;N;-;-;-;C;-;-
473;ANUSCOPIO ABERTO  PT 1 UNID  N/ ESTKOLPLAST;279;KOLPLAST;N;-;-;-;C;-;-
474;PUNHO CIRURGICO ALGODAO CORTADO 6X30CM C/12;363;MSO-MATERIAL HOSPITALAR;N;-;-;-;C;-;-
475;EQUIPO MAC FLEX/SIMPLES/1.2M C/300 12101*;342;MEDSONDA;N;-;-;-;C;-;-
476;INDICADOR PERAX RIO C/50 TIRAS -ACIDO PERACETICO;447;RIOQUIMICA;N;-;-;-;C;-;-
477;I-CATH 16G12AA¨  AMARELO 384917;37;ARGON MEDICAL;N;-;-;-;C;-;-
478;AGULHA BIOPSIA POR ASPIRACAO DIAM 15GX43MM AM1543;536;U/GALLINI;N;-;-;-;C;-;-
479;FRASCO P/ ASPIRACAO A VACUO 5L  005642;432;PROTEC EXPORT;N;-;-;-;C;-;-
480;CLORETO DE POTASSIO 19.1% 10ML CX 120 AMP;231;HALEXISTAR;N;-;-;-;C;-;-
481;CIPROFLOXACINO 400MG (CIPROBACTER) IV BOLSA 200ML;231;HALEXISTAR;N;-;-;-;C;-;-
482;METRONIDAZOL 0.5% (GEN) BOLSA PLAST 100ML  PTC/ 10 BD;231;HALEXISTAR;N;-;-;-;C;-;-
483;LEVOFLOXACINO (GEN) IV 500MG BOLSA 100ML PC/10  BD;231;HALEXISTAR;N;-;-;-;C;-;-
484;FLUCONAZOL 2MG/ML (GEN) BO 100ML PTC/10 BD;231;HALEXISTAR;N;-;-;-;C;-;-
486;CIPROFLOXACINA 200MG IV (GEN) BO PLAS 100ML PT/10 BD;231;HALEXISTAR;N;-;-;-;C;-;-
487;GLICONATO DE CALCIO 10% C/200 AMP PLAST 10ML BD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
488;GLICOSE 50% 10ML HIPER. C/200 AMP PLAST BD;231;HALEXISTAR;N;-;-;-;C;-;-
489;GLICOSE 25% CX 200AMP 10ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Negoc.Estrátegica;C;Não;ALESSANDRO
490;CLORETO DE SODIO 10% 10ML 200AMP PLA BD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
491;CLORETO DE SODIO 0.9% 10ML 200AMP PLAST BD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
492;PASMODEX 0.25MG/ML CX 120 AMP 1ML ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
493;CATETER CENTR INTRACATH VD 19G 8A ARGON REF785901;37;ARGON MEDICAL;N;ARGON;Isento - Convênio 01/99;Ativo;B;Não;TIME IMPORTADOS
494;CLORETO DE POTASSIO 19.1% 10ML 200 AMP PLAST ISOFARMA BD;231;HALEXISTAR;N;-;-;-;C;-;-
495;PAPEL P/ ECG 80MMX30M PCT C/ 3 ROLO CARBOGEL;106;CARBOGEL;N;-;-;-;C;-;-
496;CLORETO DE SODIO 20% 10ML 200AMP PLASTBD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
497;SULFATO MAGNESIO 100MG/ML CX 200AMP 10ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Ativo;B;Não;ALESSANDRO
498;SULFATO MAGNESIO 500MG/ML CX 200AMP 10ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Ativo;B;Não;ALESSANDRO
499;FOSFATO POTASSIO 2MEQ/ML CX 200AMP 10ML HALEX ISTAR;231;HALEXISTAR;N;-;-;-;C;-;-
501;CLORETO DE POTASSIO 10% 10ML 200 AMP PL BD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
502;PULSEIRA DE IDENT. MAE/FILHO AZUL C/NAº UNIDADE 4518P;144;CREMER;N;-;-;-;C;-;-
503;AGUA DESTILADA 10ML C/200 AMP PL I BD ISOFARMA;231;HALEXISTAR;N;-;-;-;C;-;-
504;METOCLOPRAMIDA (NOPROSIL) 10MG C/200 AMP PLAST 2ML BD ISOFAR;231;HALEXISTAR;N;-;-;-;C;-;-
506;ALTHERA (LEITE) LATA PO 450 GR;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
507;SERINGA INSUL 50UI C/AG 8X3MM ULTRA-FINE CX 100UN EMBECTA;599;BECTON DICKINSON DC;N;BD DC;Importado;Ativo;C;Não;JONNATHAN
508;APARELHO P/BARBEAR (2 LAM)CONFOR FITA LUB C/24;74;BIC.;N;-;-;-;C;-;-
509;APARELHO P/BARBEAR (2 LAM)CONFORT TWIN SENSIV C/03;74;BIC.;N;-;-;-;C;-;-
510;APARELHO P/BARBEAR (2 LAM)CONFORT TWIN NORMAL C/24;74;BIC.;N;-;-;-;C;-;-
511;FILME PARA RAIO X ACETATO POLIURETANO 43CMX35CM VERDE C/100;278;KODAK;N;-;-;-;C;-;-
512;EQUIPO BOMBA  PARENTERAL.PERISTALTIA ROTATIVA B.BRAUN;51;B.BRAUN;N;-;-;-;C;-;-
513;EQUIPO INFUSAO  PVC CRISTAL;264;JP;N;-;-;-;C;-;-
514;EXTENSOR EQUIPO P/ SORO P/ PERFUSAO;51;B.BRAUN;N;-;-;-;C;-;-
516;FILME P/ RX  POLIESTER 24 X 18 CM 100 FOLHAS KODAK;278;KODAK;N;-;-;-;C;-;-
517;FIO SUTURA POLIGLACTINA C/COBERTURA DE TRICLOSAN 90 CM;263;JOHNSON E JOHNSON;N;-;-;-;C;-;-
518;EQUIPO BOMBA  PARENTERAL.PERISTALTICA LINEAR B.BRAUN;51;B.BRAUN;N;-;-;-;C;-;-
519;EQUIPO BOMBA INFUSORA  SOLUCOES FOTOSSENSIVEIS;51;B.BRAUN;N;-;-;-;C;-;-
520;FISIOLOGICO 0.9% CX 100BLS 100ML HALEX ISTAR;231;HALEXISTAR;N;HALEXISTAR;Nacional 12%;Ativo;A;Não;ALESSANDRO
521;COLETOR DE URINA 1.2L FRASCO MEDSONDAC/EXT.PENIANO;342;MEDSONDA;N;-;-;-;C;-;-
522;LUVA DESC VINIL C/TALCO P BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
524;LUVA DESC VINIL C/TALCO M BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
525;LUVA DESC VINIL C/TALCO G BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
526;LUVA DESC VINIL C/TALCO P TRANSP (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
527;LUVA DESC VINIL C/TALCO M TRANSP (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
528;LUVA DESC VINIL C/TALCO G TRANSP (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
529;LUVA DESC VINIL S/TALCO P BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
530;LUVA DESC VINIL S/TALCO M BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
531;F92 - BANANA (G);603;THERMO FISHER;S;-;-;-;C;-;-
532;COLETOR PVC 07L PERF-CORT TOXICO QUIMIOT AMARELO;92;BIOTEC;N;-;-;-;C;-;-
533;COLETOR DE URINA 1.2L FRASCO BIODRIM7001;92;BIOTEC;N;-;-;-;C;-;-
534;FRASCO DE ASP. VIAS AEREAS 1000 ML ESTERIL 0005003;92;BIOTEC;N;-;-;-;C;-;-
535;CAMPO OP N/EST DELICATO FIO RX 45X50CM 26G PCT 50UN CREMER;144;CREMER;N;CREMER;Nacional 7%;Ativo;A;Não;PLANEJ CREMER
536;LUVA DESC VINIL S/TALCO G BRANCA (SEGURANCA) C/100 BLUESAIL;97;BLUESAIL;N;-;-;-;C;-;-
537;CAMPO OP N/EST DELICATO 45X50CM 26G PCT 50UN CREMER 261110;144;CREMER;N;CREMER;Importado;Ativo;A;Não;PLANEJ CREMER
538;ATADURA CREPE 15CMX4.5M(1.8M) 13F PCT C/12 NIDIA;144;CREMER;N;-;-;-;C;-;-
539;ATADURA CREPE 10CMX4.5M(1.8M) 13F PCT C/12 UNIDIA;144;CREMER;N;-;-;-;C;-;-
540;ELIA SCL-70S WELL (G);603;THERMO FISHER;S;-;-;-;C;-;-
541;ATADURA CREPE 12CMX4.5M(1.8M) 13F PCT C/12 NIDIA;144;CREMER;N;-;-;-;C;-;-
542;SONDA URETRAL N12 C/05 UN MEDSONDA REF101060120;342;MEDSONDA;N;-;-;-;C;-;-
543;FRALDA AD EG 90KG CONFORT MASTER FD 8PCT 7UN CCM;111;CCM;N;CCM;Importado;Ativo;A;Não;PAULO
544;FRALDA ADULTO EG CONFORT MASTER PACOTE 07 UNIDADES;111;CCM;N;-;-;-;C;-;-
545;ESPACO MORTO SILIC 15CM C/CONEC 15MACHOX15FEMEA;432;PROTEC EXPORT;N;-;-;-;C;-;-
546;ISOSOURCE HN PLUS FRASCO BAUNILHA FR SIST ABERTO 1L;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
547;RIOMAX SAB LIQ 100ML GLIC. NEUTRO S/GERM. ALMOTOLIA;447;RIOQUIMICA;N;-;-;-;C;-;-
548;DESINFETANTE HOSP ACIDO PERACET 0.2% PERAXRIO PRONTOUSO GL5L;447;RIOQUIMICA;N;-;-;-;C;-;-
549;ESTETOSCOPIO 3M LITTMANN CLASSIC II NEO FRAMB. RAINBOW 2157;2;3M;N;-;-;-;C;-;-
550;IMIPENEM+CILASTATINA 500MG (GEN) IV C/10 F/A;383;NOVAFARMA;N;-;-;-;C;-;-
551;SULFATO MAGNESIO 100MG/ML CX 200AMP 10ML SAMTEC;460;SAMTEC;N;SAMTEC;Nacional 7%;Delistado;C;Não;-
553;PAPEL LENCOL 70X50 100%CELULOSE C/10 PLUMAX;413;PLUMAX;N;-;-;-;C;-;-
554;PAPEL LENCOL 50X50 BRANCO C/10RL- PLUMAX-ECO;413;PLUMAX;N;-;-;-;C;-;-
555;PAPEL LENCOL 70X50 BRANCO C/10RL- PLUMAX-ECO;413;PLUMAX;N;-;-;-;C;-;-
556;ALICATE DE CORTE CLAMP EXTRATOR HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
557;ATADURA CREPE 20CMX4.5M(1.8M) 13F PCT C/12 NIDIA;144;CREMER;N;-;-;-;C;-;-
558;NIPRIDE 50MG/2ML  C/5 F/A + DIL. EV;84;BIOLAB;N;-;-;-;C;-;-
559;CORD. CLAMP UMBILICAL ESTERIL C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
560;CORTADOR DE FRASCO DE SORO PCTE C/100 UNID HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
561;ESPECULO VAGINAL  P DESC ESTERIL HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
562;ESPECULO VAGINAL  P DESC N/ ESTERIL HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
563;ESPECULO VAGINAL M DESC ESTERIL HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
564;ESPECULO VAGINAL M DESC N/ ESTERIL HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
565;KIT PAPA NICOLAU M ESPECULO/CHERON/ESPATULA/ESCOVA;234;HEALTH MED;N;-;-;-;C;-;-
566;F93 (G);603;THERMO FISHER;S;-;-;-;C;-;-
567;PULSEIRA DE IDENT. AD BRANCA S/NAA§ C/100 HEALT MED;234;HEALTH MED;N;-;-;-;C;-;-
568;PULSEIRA DE IDENT. AD VERDE S/NAA§  C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
569;PULSEIRA DE IDENT. AD VERMELHA S/NAA§ C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
570;PULSEIRA DE IDENT. INF AZUL S/NAA§  C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
571;PULSEIRA DE IDENT. INF BRANCA S/NAA§ C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
572;PULSEIRA DE IDENT. INF ROSA S/NAA§ C/100 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
573;PULSEIRA DE IDENT. MAE/FILHO AZUL C/NAA§ C/50 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
575;PULSEIRA DE IDENT. MAE/FILHO BRANCA C/NAA§ C/50 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
576;PULSEIRA DE IDENT. MAE/FILHO ROSA C/NAA§ C/50  HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
577;PULSEIRA DE IDENT. MAE/GEMEOS AZUL C/NAA§ C/50 HEALT MED;234;HEALTH MED;N;-;-;-;C;-;-
578;FISIOLOGICO 0.9% CX 50BLS 250ML BAXTER;64;BAXTER;N;BAXTER;Nacional 7%;Sob demanda;B;Não;TERESA
579;PAPEL P/ ECG 48MMX30M PCT C/ 2 ROLO CARBOGEL;106;CARBOGEL;N;-;-;-;C;-;-
580;PAPEL P/ ECG 48MMX20M PCT C/02 ROLO CARBOGEL;106;CARBOGEL;N;-;-;-;C;-;-
581;PULSEIRA DE IDENT. MAE/GEMEOS ROSA C/NAA§ C/50 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
582;ELIA M2 WELL (G);603;THERMO FISHER;S;-;-;-;C;-;-
583;PULSEIRA DE IDENT. MAE/GEMEOS BRANC C/NAA§ C/50 HEALTH MED;234;HEALTH MED;N;-;-;-;C;-;-
584;ISOSOURCE HN PLUS BAUNILHA SIST FECHADO 1L;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
585;ISOSOURCE HN PLUS FRASCO BAUNILHA FR SIST ABERTO 1L;AB8;NESTLE HEALTH SCIENCE;N;-;-;-;C;-;-
586;EXTENSAO ASPIRACAO/IRRIGACAO 5 M 00.02.022;92;BIOTEC;N;-;-;-;C;-;-
587;ASPIRADOR CIRURG EXTENSAO 5.0M PONTA CRISTAL3003;92;BIOTEC;N;-;-;-;C;-;-
588;COMPRESSA NEUROCIRURGICA(COTONOIDE)38X38MM 0010011;92;BIOTEC;N;-;-;-;C;-;-
589;COMPRESSA NEUROCIRURGICA(COTONOIDE)13X70MM 0010004;92;BIOTEC;N;-;-;-;C;-;-
593;TUBO DE SILICONE 204 6.0X12MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
596;TUBO DE SILICONE 200 3.0X5.0MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
597;TUBO DE SILICONE 201 4.0X08MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
598;LUVA DE PROCED. LATEX S/TALCO PP C/100 EMBRAMAC;304;LUVA PROCEDIMENTO;N;-;-;-;C;-;-
599;LUVA DE PROCED. LATEX S/TALCO P C/100 EMBRAMAC;304;LUVA PROCEDIMENTO;N;-;-;-;C;-;-
600;LUVA DE PROCED. LATEX S/TALCO M C/100 EMBRAMAC;304;LUVA PROCEDIMENTO;N;-;-;-;C;-;-
601;LUVA DE PROCED. LATEX S/TALCO G C/100 EMBRAMAC;304;LUVA PROCEDIMENTO;N;-;-;-;C;-;-
602;I75 - VESPA CRABO (G);603;THERMO FISHER;S;-;-;-;C;-;-
603;CATETER PORT CATH RESERVAT POLISUFONA6.6F 0603880;401;P/BARD;N;-;-;-;C;-;-
604;ATADURA GESSO 06CMX2M CREMER CX 20;144;CREMER;N;CREMER;Importado;Inativo;C;Não;PLANEJ CREMER
605;TUBO DE SILICONE 202 5.0X10MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
606;BRACADEIRA INF VELCRO C/MANG 02 TUB 14X20 5082-08;559;WELCY ALLYN;N;-;-;-;C;-;-
607;CABO PARA LARINGOSCOPIO CURTO REF60815;559;WELCY ALLYN;N;-;-;-;C;-;-
608;CABO PARA LARINGOSCOPIO MEDIO REF60813;559;WELCY ALLYN;N;-;-;-;C;-;-
609;CABO PARA LARINGOSCOPIO PENLITE REF60814;559;WELCY ALLYN;N;-;-;-;C;-;-
610;TUBO DE SILICONE 203 6.0X10MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
611;TUBO DE SILICONE 205 8.0X11.5MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
612;ATADURA GESSO 08CMX2M CREMER UND;144;CREMER;N;CREMER;Importado;Inativo;C;Não;PLANEJ CREMER
613;TUBO DE SILICONE 206 8.0X12.8MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
614;TUBO DE SILICONE 207 8.0X14.0MM PCTE 15M KINNER;275;KINNER;N;-;-;-;C;-;-
